ID,Name,Classification per User,Provider Email,Date of Release,Consoles,Owners,Developers,Genres,Multiplayer Options,Online Features,Platforms,Modes,DLC Availability,Prices in dollars,Metacritic Scores,ESRB Content Ratings,System Requirements,Physical Releases,Awards
293,Mystic Quest Phoenix Reborn,5,SkyboundTraveler@outlook.com,1986-01-24,Nintendo 64,Nintendo,Naughty Dog,Adventure,Local Co-op,Voice Chat,Wii U,Challenge Mode,Paid DLC,9.26,50,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Anniversary Edition,Best Performance
294,Dragon Saga Enigma Unleashed,6,EchoingExplorer@gmail.com,2021-07-02,PlayStation,Take-Two Interactive,Bioware,Adventure,Local Multiplayer,Live Events,Nintendo 64,Single Player,Planned,5.93,100,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Enhanced Edition,Best Sports Game
295,Infinite Legends Astral Ascension,8,DreamCatcherJourney@yahoo.com,1990-07-12,Sega Genesis,Activision,Gearbox Software,Adventure,Online Multiplayer,Online Events,Wii,Single Player,Available,10.0,96,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Premium Edition,Best Innovation
296,Emerald Legends Heroes Reborn,2,WanderlustWanderer@gov.com,1993-07-06,PlayStation,Microsoft Studios,Bungie,Adventure,Cross-platform Multiplayer,Downloadable Content (DLC),Wii,Campaign,Available,7.99,82,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Special Edition,Best Soundtrack
297,Mythic Adventure Odyssey's End,8,VoyageVirtuoso@hotmail.com,1989-09-26,Sega Genesis,Rockstar Games,343 Industries,Action,Online Co-op,Online Challenges,Nintendo 64,Multiplayer,Free DLC,5.0,44,Teen,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Game of the Year Edition,Best Direction
298,Lunar Chronicles Celestial Rhapsody,9,SereneSafari@gov.com,1984-10-31,GameCube,Bandai Namco Entertainment,Bioware,Adventure,Split Screen,Voice Chat,Nintendo 3DS,Online,Expansion Pack,7.3,44,Teen,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Signature Edition,Best Performance
299,Infernal Adventure Dreamscape Chronicles,1,EnchantedExplorer@outlook.com,2014-01-30,Nintendo Switch,Take-Two Interactive,343 Industries,Action,Local Co-op,Online Challenges,Wii U,Cooperative,Planned,7.94,61,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Gold Edition,Best Visuals
300,Phantom Saga Infinity's Echo,4,EtherealExplorer@yahoo.com,1999-01-16,GameCube,Sega,Ubisoft Montreal,Action,Online Co-op,Season Pass,GameCube,Custom Mode,Planned,7.77,12,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Anniversary Edition,Best Racing Game
301,Infernal Adventure Beyond the Horizon,10,WanderersWhisper@gmail.com,2017-05-01,PlayStation,Valve,Capcom,Adventure,Couch Multiplayer,Matchmaking,Game Boy Advance,Campaign,Expansion Pack,7.29,80,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Collector's Edition,Best Fighting Game
302,Elemental Saga Nexus Unveiled,10,SpiritSeeker@hotmail.com,2012-12-09,GameCube,Bethesda Softworks,Rockstar North,Adventure,Couch Co-op,Downloadable Content (DLC),Nintendo Switch,Free Play,Expansion Pack,10.0,98,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Gold Edition,Most Anticipated
303,Phantom Saga Celestial Rhapsody,9,ForestExplorer@gmail.com,1993-07-25,Nintendo 64,Capcom,Respawn Entertainment,Action,Online Co-op,In-game Purchases,Nintendo 64,Custom Mode,Not Available,5.0,36,Adults Only,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Day One Edition,Best Direction
304,Abyssal Journey Celestial Rhapsody,1,EchoingExplorer@hotmail.com,1998-12-01,Sega Genesis,Ubisoft,Respawn Entertainment,Action,Cross-platform Multiplayer,Online Leaderboards,Wii U,Custom Mode,Paid DLC,10.0,99,Everyone 10+,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Steelbook Edition,Game of the Year
305,Celestial Adventure Epoch of Legends,4,TwilightTraveler@gmail.com,2020-06-30,PlayStation,Activision,Blizzard Entertainment,Adventure,Local Co-op,Cloud Saves,Wii,Tutorial,Season Pass,7.68,59,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Anniversary Edition,Best Adventure Game
306,Galactic Odyssey Infinity's Echo,6,EternalExplorer@gov.com,1987-10-18,PlayStation,Epic Games,Ubisoft Montreal,Action,Local Multiplayer,Online Chat,Game Boy Advance,Offline,Expansion Pack,6.5,38,Everyone 10+,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Standard Edition,Best Strategy Game
307,Phantom Saga Infinity's Reach,4,WildflowerChild@outlook.com,2015-05-16,PlayStation,THQ Nordic,Infinity Ward,Adventure,Competitive Local,Season Pass,Nintendo 64,Survival,Free DLC,5.0,52,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Complete Edition,Game of the Year
308,Dreamy Odyssey Celestial Rhapsody,4,MoonlitWanderer@gov.com,2006-05-13,GameCube,Warner Bros. Interactive Entertainment,Capcom,Action,Cross-platform Multiplayer,Online Challenges,Game Boy Advance,Time Trial,Available,6.14,72,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Definitive Edition,Game of the Year
309,Starlight Odyssey Beyond the Horizon,2,MountainSeeker@yahoo.com,1996-11-08,PlayStation,Nintendo,Blizzard Entertainment,Adventure,Cross-platform Multiplayer,Matchmaking,GameCube,Online,Paid DLC,5.0,0,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Limited Edition,Best Action Game
310,Frozen Journey Horizon's Edge,8,WanderersWhisper@outlook.com,1999-12-21,PlayStation,Activision,CD Projekt Red,Action,Couch Co-op,Online Chat,Nintendo 64,Competitive,Expansion Pack,10.0,83,Everyone,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Signature Edition,Best Visuals
311,Galactic Odyssey Astral Ascension,9,AdventureEnthusiast@hotmail.com,1990-03-25,Nintendo 64,Square Enix,Valve,Adventure,Competitive LAN,Streaming Integration,Nintendo DS,Competitive,Paid DLC,6.89,52,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Enhanced Edition,Fan Favorite
312,Elemental Saga Legacy of Light,2,SpiritSeeker@yahoo.com,1991-08-06,Sega Genesis,Microsoft Studios,Gearbox Software,Adventure,Competitive Local,Live Events,GameCube,Time Trial,Free DLC,5.62,94,Everyone,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Ultimate Edition,Best Game Design
313,Cyber Quest Mythos Ascendant,6,EnchantedExplorer@gov.com,2016-11-27,Nintendo 64,CD Projekt,CD Projekt Red,Action,Local Co-op,Online Chat,Wii U,Free Play,Free DLC,6.17,7,Mature,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Special Edition,Game of the Year
314,Elemental Saga Realm of Dreams,7,WanderlustWisp@hotmail.com,1996-08-11,Nintendo Switch,Valve,Gearbox Software,Action,Competitive Local,Cloud Saves,Wii U,Free Play,Free DLC,9.13,29,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Signature Edition,Best Racing Game
315,Dragon Saga Chronicles of Discovery,10,SunflowerDreamer@gov.com,1994-11-07,PlayStation,Konami,Valve,Adventure,Online Multiplayer,Cross-platform Play,Nintendo DS,Online,Free DLC,8.04,21,Teen,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Definitive Edition,Best Adventure Game
316,Infinite Legends Beyond the Horizon,7,DreamingDrifter@gmail.com,1995-10-12,Nintendo Switch,Take-Two Interactive,Rockstar North,Action,Local Co-op,Matchmaking,Nintendo DS,Tutorial,Paid DLC,9.67,39,Everyone 10+,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Complete Edition,Game of the Year
317,Starlight Odyssey Horizon's Edge,3,WhisperingWayfarer@gmail.com,2006-10-22,GameCube,Nintendo,343 Industries,Action,LAN Multiplayer,Online Chat,Nintendo 64,Tutorial,Planned,8.2,5,Everyone,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Standard Edition,Best Action Game
318,Forgotten Legends Legends Unbound,1,EtherealEcho@yahoo.com,2020-08-10,Nintendo Switch,Sega,Nintendo EAD,Adventure,LAN Multiplayer,Downloadable Content (DLC),Nintendo 64,Story Mode,Season Pass,5.98,24,Mature,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Premium Edition,Best Strategy Game
319,Mythic Adventure Realm of Dreams,10,SereneSafari@yahoo.com,1984-07-23,Sega Genesis,Epic Games,Infinity Ward,Adventure,Split Screen,Matchmaking,Wii U,Online,Paid DLC,10.0,24,Early Childhood,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Definitive Edition,Best Performance
320,Elemental Saga Beyond the Horizon,9,EnchantedExplorer@gov.com,2001-02-02,Nintendo 64,Electronic Arts,Capcom,Adventure,Cross-platform Multiplayer,Online Tournaments,Game Boy Advance,Survival,Not Available,5.65,61,Everyone 10+,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Game of the Year Edition,Best Strategy Game
321,Eternal Legend Phoenix Reborn,4,WandererInFlight@gmail.com,2006-05-19,Nintendo 64,Valve,Insomniac Games,Action,Cross-platform Multiplayer,In-game Purchases,Wii,Online,Season Pass,5.68,32,Adults Only,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Special Edition,Best Game Design
322,Celestial Adventure Astral Ascension,8,SkyboundTraveler@hotmail.com,1992-03-09,Nintendo Switch,CD Projekt,Blizzard Entertainment,Action,LAN Co-op,Online Leaderboards,GameCube,Challenge Mode,Not Available,10.0,49,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Ultimate Edition,Best Sports Game
323,Infinite Legends Legacy of Light,2,WhisperingWanderer@gov.com,2013-05-25,Nintendo Switch,CD Projekt,Epic Games,Adventure,Split Screen,Voice Chat,Wii U,Challenge Mode,Paid DLC,10.0,86,Mature,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Collector's Edition,Most Anticipated
324,Phantom Saga Nexus Unveiled,6,NatureNurturer@hotmail.com,2022-02-09,Nintendo Switch,Activision,Capcom,Action,LAN Co-op,Matchmaking,Nintendo 64,Single Player,Paid DLC,5.0,81,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Game of the Year Edition,Best Multiplayer Game
325,Celestial Adventure Nexus Unveiled,5,SereneSafari@yahoo.com,1981-11-28,GameCube,Electronic Arts,Square Enix,Action,Online Co-op,Social Media Integration,Wii U,Online,Planned,6.64,83,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Platinum Hits,Best Narrative
326,Shadow Adventure Astral Ascension,3,WandererInWhispers@gov.com,2017-11-12,Nintendo 64,Epic Games,Bethesda Game Studios,Adventure,Local Co-op,Online Chat,Wii,Campaign,Planned,10.0,25,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Complete Edition,Best Narrative
327,Mythic Adventure Heroes Reborn,4,WanderersWhim@hotmail.com,1981-03-06,Nintendo Switch,Nintendo,Infinity Ward,Adventure,Online Multiplayer,Cloud Saves,Wii U,Free Play,Season Pass,9.65,58,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Platinum Hits,Best Multiplayer Game
328,Lunar Chronicles Astral Ascension,5,EnchantedExplorer@yahoo.com,1990-04-29,Nintendo Switch,Sega,CD Projekt Red,Action,LAN Co-op,Online Tournaments,Nintendo Switch,Online,Paid DLC,8.62,12,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Complete Edition,Best Direction
329,Dreamy Odyssey Legacy of Light,2,EtherealExplorer@hotmail.com,2010-11-19,Nintendo 64,Nintendo,Insomniac Games,Adventure,Cross-platform Multiplayer,Voice Chat,Nintendo 3DS,Multiplayer,Expansion Pack,5.0,56,Everyone 10+,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Complete Edition,Best Fighting Game
330,Elemental Saga Heroes Reborn,8,EnchantedExplorer@gov.com,1983-08-26,Nintendo Switch,Take-Two Interactive,343 Industries,Action,Cross-platform Multiplayer,Cross-platform Play,Nintendo Switch,Free Play,Season Pass,10.0,70,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Definitive Edition,Best Indie Game
331,Infernal Adventure Odyssey of the Ancients,10,DreamingNomad@gov.com,2024-03-21,Sega Genesis,Electronic Arts,Respawn Entertainment,Adventure,Couch Co-op,Online Leaderboards,Game Boy Advance,Offline,Free DLC,5.67,50,Mature,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Ultimate Edition,Best RPG
332,Phantom Saga Enigma Unleashed,2,WandererWithin@gov.com,2020-05-03,PlayStation,Rockstar Games,Blizzard Entertainment,Action,Local Co-op,Online Tournaments,Nintendo 3DS,Offline,Available,8.11,15,Teen,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Anniversary Edition,Best Innovation
333,Celestial Adventure Odyssey's End,9,WanderersWhimsy@gmail.com,2005-01-20,Nintendo Switch,Nintendo,Naughty Dog,Action,Couch Co-op,Cross-platform Play,Nintendo DS,Time Trial,Available,5.0,8,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Enhanced Edition,Best Performance
334,Shadow Adventure Chronicles of Discovery,4,MysticNomad@gmail.com,1995-08-31,Nintendo 64,Sony Interactive Entertainment,Respawn Entertainment,Action,Competitive LAN,Season Pass,Nintendo 64,Campaign,Expansion Pack,10.0,9,Everyone 10+,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Enhanced Edition,Best RPG
335,Enchanted Quest Chronicles of Discovery,10,SereneSafari@yahoo.com,2003-06-18,Sega Genesis,Activision,Ubisoft Montreal,Action,LAN Co-op,Online Tournaments,Wii U,Online,Available,5.0,50,Early Childhood,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Day One Edition,Best Soundtrack
336,Infernal Adventure Celestial Rhapsody,3,EternalExplorer@outlook.com,1989-03-11,PlayStation,Take-Two Interactive,Insomniac Games,Adventure,LAN Multiplayer,Social Media Integration,Nintendo 3DS,Story Mode,Season Pass,5.06,17,Everyone,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Standard Edition,Best Fighting Game
337,Enchanted Quest Legends Unbound,2,EnchantedEclipse@yahoo.com,1989-03-30,GameCube,Bandai Namco Entertainment,Ubisoft Montreal,Action,Competitive Online,Server Browser,Wii,Challenge Mode,Available,5.62,10,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Collector's Edition,Best Soundtrack
338,Elemental Saga Odyssey of the Ancients,7,EtherealExplorer@outlook.com,2008-12-09,Sega Genesis,Microsoft Studios,Bethesda Game Studios,Action,Cross-platform Multiplayer,Social Media Integration,Game Boy Advance,Practice Mode,Available,7.66,98,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Gold Edition,Best RPG
339,Dragon Saga Realm of Dreams,1,DreamyDrifter@yahoo.com,2002-04-19,PlayStation,Ubisoft,Bioware,Action,Couch Multiplayer,Live Events,Nintendo 64,Single Player,Free DLC,8.19,65,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Signature Edition,Best Visuals
340,Eternal Legend Legends Unbound,1,SoulfulSojourner@gmail.com,2023-08-29,PlayStation,Capcom,Insomniac Games,Adventure,LAN Multiplayer,Social Media Integration,Nintendo 3DS,Offline,Paid DLC,5.0,43,Adults Only,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Premium Edition,Best Action Game
341,Frozen Journey Astral Ascension,4,EchoingExplorer@gov.com,2006-04-10,Sega Genesis,Nintendo,Square Enix,Adventure,Online Co-op,Season Pass,Nintendo 3DS,Story Mode,Paid DLC,6.98,74,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Platinum Hits,Best Direction
342,Infernal Adventure Astral Ascension,6,TranquilWanderlust@outlook.com,1990-01-31,Sega Genesis,Tencent Games,Square Enix,Adventure,LAN Co-op,Streaming Integration,Nintendo 3DS,Competitive,Expansion Pack,10.0,92,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Definitive Edition,Best Fighting Game
343,Lunar Chronicles Legends Unbound,7,DreamingDrifter@outlook.com,1984-08-11,GameCube,Tencent Games,Bungie,Adventure,Couch Co-op,Social Media Integration,Nintendo 64,Offline,Season Pass,5.0,98,Teen,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Signature Edition,Best Racing Game
344,Galactic Odyssey Epoch of Legends,6,MoonlitWanderer@gov.com,1982-12-03,Nintendo 64,Ubisoft,Infinity Ward,Adventure,Online Multiplayer,Online Tournaments,Nintendo 64,Competitive,Not Available,8.03,95,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Game of the Year Edition,Best Action Game
345,Emerald Legends Dreamscape Chronicles,6,TranquilTrekker@gov.com,1982-08-13,PlayStation,Bandai Namco Entertainment,Kojima Productions,Action,Local Co-op,Live Events,Wii U,Free Play,Not Available,10.0,52,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Steelbook Edition,Best Game Design
346,Infinite Legends Heroes Reborn,3,DreamingDrifter@gov.com,1991-01-29,Sega Genesis,Warner Bros. Interactive Entertainment,Blizzard Entertainment,Action,Split Screen,Online Events,Nintendo 64,Tutorial,Planned,9.16,61,Mature,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Premium Edition,Best Fighting Game
347,Lunar Chronicles Mythos Ascendant,5,ZenTrailblazer@outlook.com,2021-05-18,Nintendo Switch,Microsoft Studios,Bioware,Action,Online Co-op,Cross-platform Play,Wii,Competitive,Planned,5.0,9,Everyone,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Steelbook Edition,Most Anticipated
348,Forgotten Legends Beyond the Horizon,7,EtherealEcho@yahoo.com,1994-04-02,Nintendo 64,Valve,Insomniac Games,Adventure,Split Screen,User-generated Content,Nintendo DS,Practice Mode,Planned,10.0,67,Mature,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Signature Edition,Most Anticipated
349,Galactic Odyssey Odyssey's End,3,EnchantedExplorer@outlook.com,1994-11-25,Nintendo 64,Rockstar Games,Insomniac Games,Adventure,Couch Multiplayer,Online Challenges,Nintendo DS,Story Mode,Not Available,10.0,0,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Platinum Hits,Best Adventure Game
350,Abyssal Journey Infinity's Reach,4,CosmicAdventurer@gov.com,1997-11-07,Sega Genesis,Square Enix,Capcom,Action,Competitive LAN,Server Browser,Wii U,Cooperative,Free DLC,5.0,58,Everyone 10+,"Recommended: macOS Monterey, Apple M1 chip, 16 GB RAM, AMD Radeon Pro 5600M, 100 GB storage",Enhanced Edition,Best Direction
351,Cyber Quest Phoenix Reborn,2,EternalExplorer@outlook.com,1991-12-29,Nintendo 64,Microsoft Studios,Guerrilla Games,Action,Competitive Online,Streaming Integration,Nintendo Switch,Tutorial,Not Available,10.0,75,Everyone 10+,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Definitive Edition,Best Fighting Game
352,Mystic Quest Beyond the Horizon,1,SereneSafari@gov.com,2021-04-07,PlayStation,Microsoft Studios,Kojima Productions,Adventure,Cross-platform Multiplayer,Live Events,Nintendo DS,Challenge Mode,Expansion Pack,5.0,62,Teen,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Ultimate Edition,Fan Favorite
353,Ancient Chronicles Horizon's Edge,10,MountainSeeker@hotmail.com,2017-08-23,Nintendo Switch,Capcom,Blizzard Entertainment,Adventure,Couch Co-op,Voice Chat,Wii U,Practice Mode,Available,6.15,84,Adults Only,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Game of the Year Edition,Best Visuals
354,Dragon Saga Nexus Unveiled,4,SerenitySeeker@hotmail.com,1983-06-03,PlayStation,Nintendo,Bioware,Adventure,Online Co-op,Online Challenges,Game Boy Advance,Campaign,Available,5.0,66,Everyone 10+,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Steelbook Edition,Best Soundtrack
355,Phantom Saga Echoes of Eternity,7,WanderlustDream@hotmail.com,1982-07-27,Nintendo Switch,Electronic Arts,CD Projekt Red,Adventure,Cross-platform Multiplayer,Voice Chat,Nintendo Switch,Multiplayer,Paid DLC,5.0,92,Teen,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Ultimate Edition,Best Adventure Game
356,Shadow Adventure Infinity's Reach,1,WandererInWhispers@gmail.com,2016-02-01,GameCube,Ubisoft,Bethesda Game Studios,Action,LAN Co-op,Online Events,Wii,Offline,Free DLC,10.0,0,Everyone 10+,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Complete Edition,Best Action Game
357,Celestial Adventure Enigma Unleashed,2,MysticNomad@gmail.com,2015-10-25,Sega Genesis,Square Enix,Bioware,Adventure,LAN Multiplayer,Voice Chat,Nintendo Switch,Campaign,Not Available,5.0,63,Early Childhood,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Definitive Edition,Best Action Game
358,Cyber Quest Realm of Dreams,7,CosmicAdventurer@outlook.com,1990-10-10,PlayStation,Bethesda Softworks,Rockstar North,Action,Couch Co-op,Streaming Integration,Game Boy Advance,Time Trial,Expansion Pack,6.71,27,Mature,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Definitive Edition,Best Action Game
359,Mythic Adventure Nexus Unveiled,1,WhisperingWayfarer@gov.com,2001-11-18,PlayStation,Take-Two Interactive,Infinity Ward,Adventure,Local Multiplayer,Cross-platform Play,Nintendo Switch,Multiplayer,Available,10.0,9,Everyone 10+,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Collector's Edition,Best Fighting Game
360,Twilight Saga Astral Ascension,1,EtherealExplorer@hotmail.com,2010-10-05,Nintendo Switch,Electronic Arts,343 Industries,Adventure,Local Co-op,Social Media Integration,Nintendo 3DS,Offline,Season Pass,5.0,36,Everyone 10+,"Minimum: Windows 10, Intel Core i5, 8 GB RAM, NVIDIA GeForce GTX 1060, 50 GB storage",Steelbook Edition,Best Visuals
361,Frozen Journey Odyssey's End,8,WanderersWhisper@gov.com,2012-06-27,Sega Genesis,Bethesda Softworks,Nintendo EAD,Adventure,LAN Multiplayer,Downloadable Content (DLC),Wii U,Campaign,Not Available,10.0,59,Teen,"Recommended: Ubuntu 22.04 LTS, AMD Ryzen 7, 16 GB RAM, NVIDIA GeForce RTX 3070, 100 GB storage",Premium Edition,Best Racing Game
362,Infernal Adventure Enigma Unleashed,8,CelestialVagabond@outlook.com,2001-05-11,Nintendo Switch,Nintendo,Naughty Dog,Adventure,Competitive Local,Downloadable Content (DLC),GameCube,Multiplayer,Planned,8.8,53,Early Childhood,"Minimum: Ubuntu 20.04 LTS, AMD Ryzen 5, 8 GB RAM, AMD Radeon RX 580, 50 GB storage",Game of the Year Edition,Best Soundtrack
363,Eternal Legend Realm of Dreams,6,WanderlustWanderer@gov.com,2021-11-20,Nintendo 64,THQ Nordic,Blizzard Entertainment,Action,Competitive Online,Server Browser,Nintendo 3DS,Single Player,Free DLC,8.9,75,Early Childhood,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Limited Edition,Best Soundtrack
364,Ancient Chronicles Realm of Dreams,3,DreamyDrifter@gov.com,1985-04-27,GameCube,THQ Nordic,Bioware,Adventure,Couch Co-op,Downloadable Content (DLC),Wii,Story Mode,Expansion Pack,7.69,95,Teen,"Recommended: Windows 11, Intel Core i7, 16 GB RAM, NVIDIA GeForce RTX 3060, 100 GB storage",Premium Edition,Best Action Game
365,Enchanted Quest Twilight's Embrace,1,OceanWhisperer@gmail.com,2012-05-11,Nintendo 64,Microsoft Studios,Epic Games,Adventure,Local Co-op,Online Events,Wii U,Story Mode,Free DLC,5.0,55,Everyone,"Minimum: macOS Catalina, Intel Core i3, 8 GB RAM, AMD Radeon RX 570, 50 GB storage",Collector's Edition,Most Anticipated
